date,time,building_name,building_type,energy_consumption,solar_generated,solar_used,battery_level,temperature,weather_condition
2026-08-06,16:00:00,Administration Block,Administrative,26.09,11.14,11.14,54.7,34.3,Partly Cloudy
2026-08-06,16:00:00,Hostel,Residential,20.02,9.73,9.73,39.1,34.3,Partly Cloudy
2026-08-06,18:00:00,Main Block,Academic,14.54,6.63,6.63,63.4,32.3,Partly Cloudy
2026-08-06,18:00:00,Computer Lab,Laboratory,20.11,4.8,4.8,34.5,32.3,Partly Cloudy
2026-08-06,18:00:00,Library,Library,11.76,3.93,3.93,53.3,32.3,Partly Cloudy
2026-08-06,18:00:00,Administration Block,Administrative,11.67,3.91,3.91,53.0,32.3,Partly Cloudy
2026-08-06,18:00:00,Hostel,Residential,36.24,3.37,3.37,31.9,32.3,Partly Cloudy
2026-08-06,20:00:00,Main Block,Academic,6.98,0.0,0.0,61.9,28.6,Partly Cloudy
2026-08-06,20:00:00,Computer Lab,Laboratory,8.15,0.0,0.0,32.7,28.6,Partly Cloudy
2026-08-06,20:00:00,Library,Library,5.73,0.0,0.0,52.0,28.6,Partly Cloudy
2026-08-06,20:00:00,Administration Block,Administrative,5.21,0.0,0.0,51.9,28.6,Partly Cloudy
2026-08-06,20:00:00,Hostel,Residential,46.07,0.0,0.0,21.8,28.6,Partly Cloudy
2026-08-06,22:00:00,Main Block,Academic,7.06,0.0,0.0,60.3,26.2,Partly Cloudy
2026-08-06,22:00:00,Computer Lab,Laboratory,8.42,0.0,0.0,30.8,26.2,Partly Cloudy
2026-08-06,22:00:00,Library,Library,5.83,0.0,0.0,50.7,26.2,Partly Cloudy
2026-08-06,22:00:00,Administration Block,Administrative,4.94,0.0,0.0,50.8,26.2,Partly Cloudy
2026-08-06,22:00:00,Hostel,Residential,41.44,0.0,0.0,12.7,26.2,Partly Cloudy
2026-08-07,00:00:00,Main Block,Academic,6.67,0.0,0.0,58.8,26.1,Sunny
2026-08-07,00:00:00,Computer Lab,Laboratory,8.49,0.0,0.0,28.9,26.1,Sunny
2026-08-07,00:00:00,Library,Library,5.94,0.0,0.0,49.4,26.1,Sunny
2026-08-07,00:00:00,Administration Block,Administrative,5.12,0.0,0.0,49.7,26.1,Sunny
2026-08-07,00:00:00,Hostel,Residential,13.37,0.0,0.0,12.0,26.1,Sunny
2026-08-07,02:00:00,Main Block,Academic,4.71,0.0,0.0,57.8,24.6,Sunny
2026-08-07,02:00:00,Computer Lab,Laboratory,6.0,0.0,0.0,27.6,24.6,Sunny
2026-08-07,02:00:00,Library,Library,4.0,0.0,0.0,48.5,24.6,Sunny
2026-08-07,02:00:00,Administration Block,Administrative,3.43,0.0,0.0,48.9,24.6,Sunny
2026-08-07,02:00:00,Hostel,Residential,14.2,0.0,0.0,12.0,24.6,Sunny
2026-08-07,04:00:00,Main Block,Academic,4.78,0.0,0.0,56.7,24.3,Sunny
2026-08-07,04:00:00,Computer Lab,Laboratory,5.6,0.0,0.0,26.4,24.3,Sunny
2026-08-07,04:00:00,Library,Library,3.89,0.0,0.0,47.6,24.3,Sunny
2026-08-07,04:00:00,Administration Block,Administrative,3.12,0.0,0.0,48.2,24.3,Sunny
2026-08-07,04:00:00,Hostel,Residential,11.85,0.0,0.0,12.0,24.3,Sunny
2026-08-07,06:00:00,Main Block,Academic,6.63,3.73,3.73,56.1,27.1,Sunny
2026-08-07,06:00:00,Computer Lab,Laboratory,8.78,2.95,2.95,25.1,27.1,Sunny
2026-08-07,06:00:00,Library,Library,5.72,2.51,2.51,46.9,27.1,Sunny
2026-08-07,06:00:00,Administration Block,Administrative,4.91,2.28,2.28,47.6,27.1,Sunny
2026-08-07,06:00:00,Hostel,Residential,37.57,2.03,2.03,12.0,27.1,Sunny
2026-08-07,08:00:00,Main Block,Academic,22.05,15.68,15.68,54.7,29.1,Sunny
2026-08-07,08:00:00,Computer Lab,Laboratory,26.87,11.49,11.49,21.7,29.1,Sunny
2026-08-07,08:00:00,Library,Library,17.38,10.35,10.35,45.4,29.1,Sunny
2026-08-07,08:00:00,Administration Block,Administrative,17.08,9.3,9.3,45.9,29.1,Sunny
2026-08-07,08:00:00,Hostel,Residential,42.29,7.48,7.48,12.0,29.1,Sunny
2026-08-07,10:00:00,Main Block,Academic,36.68,41.84,33.74,58.3,33.3,Sunny
2026-08-07,10:00:00,Computer Lab,Laboratory,40.37,29.39,29.39,19.3,33.3,Sunny
2026-08-07,10:00:00,Library,Library,26.38,24.4,21.78,46.6,33.3,Sunny
2026-08-07,10:00:00,Administration Block,Administrative,26.26,22.08,22.08,45.0,33.3,Sunny
2026-08-07,10:00:00,Hostel,Residential,18.76,19.4,17.66,12.8,33.3,Sunny
2026-08-07,12:00:00,Main Block,Academic,34.45,59.51,26.9,73.0,36.1,Sunny
2026-08-07,12:00:00,Computer Lab,Laboratory,45.88,43.71,39.39,21.2,36.1,Sunny
2026-08-07,12:00:00,Library,Library,24.93,38.88,21.2,54.6,36.1,Sunny
2026-08-07,12:00:00,Administration Block,Administrative,25.77,31.82,24.28,48.4,36.1,Sunny
2026-08-07,12:00:00,Hostel,Residential,17.63,27.4,15.32,18.2,36.1,Sunny
2026-08-07,14:00:00,Main Block,Academic,37.91,47.72,35.18,78.6,36.7,Sunny
2026-08-07,14:00:00,Computer Lab,Laboratory,50.23,38.71,38.71,18.7,36.7,Sunny
2026-08-07,14:00:00,Library,Library,31.52,33.91,29.53,56.6,36.7,Sunny
2026-08-07,14:00:00,Administration Block,Administrative,26.94,30.55,21.49,52.5,36.7,Sunny
2026-08-07,14:00:00,Hostel,Residential,18.58,26.01,15.05,23.1,36.7,Sunny
2026-08-07,16:00:00,Main Block,Academic,37.99,25.02,25.02,75.7,35.7,Sunny
2026-08-07,16:00:00,Computer Lab,Laboratory,49.29,21.62,21.62,12.6,35.7,Sunny
2026-08-07,16:00:00,Library,Library,27.38,17.21,17.21,54.4,35.7,Sunny
2026-08-07,16:00:00,Administration Block,Administrative,27.67,16.54,16.54,50.1,35.7,Sunny
2026-08-07,16:00:00,Hostel,Residential,17.87,14.08,14.08,22.3,35.7,Sunny
2026-08-07,18:00:00,Main Block,Academic,16.6,8.7,8.7,74.0,34.3,Sunny
2026-08-07,18:00:00,Computer Lab,Laboratory,20.23,6.18,6.18,12.0,34.3,Sunny
2026-08-07,18:00:00,Library,Library,12.95,5.35,5.35,52.7,34.3,Sunny
2026-08-07,18:00:00,Administration Block,Administrative,10.31,5.0,5.0,48.9,34.3,Sunny
2026-08-07,18:00:00,Hostel,Residential,39.65,4.39,4.39,14.5,34.3,Sunny
2026-08-07,20:00:00,Main Block,Academic,6.74,0.0,0.0,72.5,31.5,Sunny
2026-08-07,20:00:00,Computer Lab,Laboratory,8.73,0.0,0.0,12.0,31.5,Sunny
2026-08-07,20:00:00,Library,Library,5.86,0.0,0.0,51.4,31.5,Sunny
2026-08-07,20:00:00,Administration Block,Administrative,5.28,0.0,0.0,47.7,31.5,Sunny
2026-08-07,20:00:00,Hostel,Residential,45.78,0.0,0.0,12.0,31.5,Sunny
2026-08-07,22:00:00,Main Block,Academic,6.75,0.0,0.0,71.0,28.1,Sunny
2026-08-07,22:00:00,Computer Lab,Laboratory,8.05,0.0,0.0,12.0,28.1,Sunny
2026-08-07,22:00:00,Library,Library,5.74,0.0,0.0,50.1,28.1,Sunny
2026-08-07,22:00:00,Administration Block,Administrative,5.11,0.0,0.0,46.6,28.1,Sunny
2026-08-07,22:00:00,Hostel,Residential,41.79,0.0,0.0,12.0,28.1,Sunny
2026-08-08,00:00:00,Main Block,Academic,4.98,0.0,0.0,69.9,23.8,Partly Cloudy
2026-08-08,00:00:00,Computer Lab,Laboratory,5.81,0.0,0.0,12.0,23.8,Partly Cloudy
2026-08-08,00:00:00,Library,Library,3.69,0.0,0.0,49.3,23.8,Partly Cloudy
2026-08-08,00:00:00,Administration Block,Administrative,3.82,0.0,0.0,45.8,23.8,Partly Cloudy
2026-08-08,00:00:00,Hostel,Residential,14.37,0.0,0.0,12.0,23.8,Partly Cloudy
2026-08-08,02:00:00,Main Block,Academic,5.31,0.0,0.0,68.7,22.6,Partly Cloudy
2026-08-08,02:00:00,Computer Lab,Laboratory,110.3,0.0,0.0,12.0,22.6,Partly Cloudy
2026-08-08,02:00:00,Library,Library,3.84,0.0,0.0,48.5,22.6,Partly Cloudy
2026-08-08,02:00:00,Administration Block,Administrative,3.83,0.0,0.0,45.0,22.6,Partly Cloudy
2026-08-08,02:00:00,Hostel,Residential,15.57,0.0,0.0,12.0,22.6,Partly Cloudy
2026-08-08,04:00:00,Main Block,Academic,5.36,0.0,0.0,67.5,23.5,Partly Cloudy
2026-08-08,04:00:00,Computer Lab,Laboratory,6.01,0.0,0.0,12.0,23.5,Partly Cloudy
2026-08-08,04:00:00,Library,Library,3.71,0.0,0.0,47.7,23.5,Partly Cloudy
2026-08-08,04:00:00,Administration Block,Administrative,3.76,0.0,0.0,44.2,23.5,Partly Cloudy
2026-08-08,04:00:00,Hostel,Residential,13.12,0.0,0.0,12.0,23.5,Partly Cloudy
2026-08-08,06:00:00,Main Block,Academic,5.14,2.81,2.81,67.0,24.7,Partly Cloudy
2026-08-08,06:00:00,Computer Lab,Laboratory,6.67,2.39,2.39,12.0,24.7,Partly Cloudy
2026-08-08,06:00:00,Library,Library,4.2,1.83,1.83,47.2,24.7,Partly Cloudy
2026-08-08,06:00:00,Administration Block,Administrative,3.5,1.84,1.84,43.8,24.7,Partly Cloudy
2026-08-08,06:00:00,Hostel,Residential,38.35,1.55,1.55,12.0,24.7,Partly Cloudy
2026-08-08,08:00:00,Main Block,Academic,4.72,12.75,4.35,70.8,28.2,Partly Cloudy
2026-08-08,08:00:00,Computer Lab,Laboratory,6.02,9.49,5.07,14.0,28.2,Partly Cloudy
2026-08-08,08:00:00,Library,Library,3.84,8.41,3.05,49.6,28.2,Partly Cloudy
2026-08-08,08:00:00,Administration Block,Administrative,3.33,6.7,2.72,45.6,28.2,Partly Cloudy
2026-08-08,08:00:00,Hostel,Residential,44.4,6.46,6.46,12.0,28.2,Partly Cloudy
2026-08-08,10:00:00,Main Block,Academic,8.89,31.63,7.62,81.6,31.0,Partly Cloudy
2026-08-08,10:00:00,Computer Lab,Laboratory,12.09,20.78,11.41,18.2,31.0,Partly Cloudy
2026-08-08,10:00:00,Library,Library,6.74,21.03,5.41,56.6,31.0,Partly Cloudy
2026-08-08,10:00:00,Administration Block,Administrative,6.05,17.01,5.42,50.8,31.0,Partly Cloudy
2026-08-08,10:00:00,Hostel,Residential,19.79,14.97,14.97,12.0,31.0,Partly Cloudy
2026-08-08,12:00:00,Main Block,Academic,9.16,41.55,8.83,96.6,33.1,Partly Cloudy
2026-08-08,12:00:00,Computer Lab,Laboratory,11.38,33.48,10.22,28.7,33.1,Partly Cloudy
2026-08-08,12:00:00,Library,Library,7.3,28.19,5.58,66.8,33.1,Partly Cloudy
2026-08-08,12:00:00,Administration Block,Administrative,6.63,24.53,5.39,59.4,33.1,Partly Cloudy
2026-08-08,12:00:00,Hostel,Residential,21.54,22.32,17.45,14.2,33.1,Partly Cloudy
2026-08-08,14:00:00,Main Block,Academic,11.02,37.44,8.92,98.0,34.1,Partly Cloudy
2026-08-08,14:00:00,Computer Lab,Laboratory,13.15,28.16,12.34,35.8,34.1,Partly Cloudy
2026-08-08,14:00:00,Library,Library,9.04,26.91,7.89,75.4,34.1,Partly Cloudy
2026-08-08,14:00:00,Administration Block,Administrative,7.74,22.34,5.81,66.8,34.1,Partly Cloudy
2026-08-08,14:00:00,Hostel,Residential,19.7,18.8,17.06,15.0,34.1,Partly Cloudy
2026-08-08,16:00:00,Main Block,Academic,9.34,19.91,7.4,98.0,34.3,Partly Cloudy
2026-08-08,16:00:00,Computer Lab,Laboratory,11.7,16.0,10.64,38.2,34.3,Partly Cloudy
2026-08-08,16:00:00,Library,Library,6.99,12.54,5.96,78.4,34.3,Partly Cloudy
2026-08-08,16:00:00,Administration Block,Administrative,6.85,11.42,6.26,69.1,34.3,Partly Cloudy
2026-08-08,16:00:00,Hostel,Residential,21.22,10.31,10.31,12.6,34.3,Partly Cloudy
2026-08-08,18:00:00,Main Block,Academic,4.66,6.12,3.94,98.0,31.7,Partly Cloudy
2026-08-08,18:00:00,Computer Lab,Laboratory,6.65,4.47,4.47,37.7,31.7,Partly Cloudy
2026-08-08,18:00:00,Library,Library,4.04,4.05,3.59,78.6,31.7,Partly Cloudy
2026-08-08,18:00:00,Administration Block,Administrative,3.6,3.57,3.17,69.3,31.7,Partly Cloudy
2026-08-08,18:00:00,Hostel,Residential,35.91,3.31,3.31,12.0,31.7,Partly Cloudy
2026-08-08,20:00:00,Main Block,Academic,4.98,0.0,0.0,96.9,28.7,Partly Cloudy
2026-08-08,20:00:00,Computer Lab,Laboratory,5.97,0.0,0.0,36.4,28.7,Partly Cloudy
2026-08-08,20:00:00,Library,Library,4.25,0.0,0.0,77.7,28.7,Partly Cloudy
2026-08-08,20:00:00,Administration Block,Administrative,47.77,0.0,0.0,68.5,28.7,Partly Cloudy
2026-08-08,20:00:00,Hostel,Residential,51.71,0.0,0.0,12.0,28.7,Partly Cloudy
2026-08-08,22:00:00,Main Block,Academic,5.28,0.0,0.0,95.7,26.1,Partly Cloudy
2026-08-08,22:00:00,Computer Lab,Laboratory,6.47,0.0,0.0,35.0,26.1,Partly Cloudy
2026-08-08,22:00:00,Library,Library,4.27,0.0,0.0,76.8,26.1,Partly Cloudy
2026-08-08,22:00:00,Administration Block,Administrative,3.65,0.0,0.0,67.7,26.1,Partly Cloudy
2026-08-08,22:00:00,Hostel,Residential,46.17,0.0,0.0,12.0,26.1,Partly Cloudy
2026-08-09,00:00:00,Main Block,Academic,5.04,0.0,0.0,94.6,24.1,Partly Cloudy
2026-08-09,00:00:00,Computer Lab,Laboratory,6.63,0.0,0.0,33.5,24.1,Partly Cloudy
2026-08-09,00:00:00,Library,Library,3.99,0.0,0.0,75.9,24.1,Partly Cloudy
2026-08-09,00:00:00,Administration Block,Administrative,3.83,0.0,0.0,66.9,24.1,Partly Cloudy
2026-08-09,00:00:00,Hostel,Residential,14.03,0.0,0.0,12.0,24.1,Partly Cloudy
2026-08-09,02:00:00,Main Block,Academic,4.85,0.0,0.0,93.5,22.5,Partly Cloudy
2026-08-09,02:00:00,Computer Lab,Laboratory,6.05,0.0,0.0,32.2,22.5,Partly Cloudy
2026-08-09,02:00:00,Library,Library,4.13,0.0,0.0,75.0,22.5,Partly Cloudy
2026-08-09,02:00:00,Administration Block,Administrative,3.61,0.0,0.0,66.1,22.5,Partly Cloudy
2026-08-09,02:00:00,Hostel,Residential,15.17,0.0,0.0,12.0,22.5,Partly Cloudy
2026-08-09,04:00:00,Main Block,Academic,4.7,0.0,0.0,92.5,22.6,Partly Cloudy
2026-08-09,04:00:00,Computer Lab,Laboratory,6.08,0.0,0.0,30.9,22.6,Partly Cloudy
2026-08-09,04:00:00,Library,Library,3.85,0.0,0.0,74.2,22.6,Partly Cloudy
2026-08-09,04:00:00,Administration Block,Administrative,3.62,0.0,0.0,65.3,22.6,Partly Cloudy
2026-08-09,04:00:00,Hostel,Residential,11.65,0.0,0.0,12.0,22.6,Partly Cloudy
2026-08-09,06:00:00,Main Block,Academic,5.2,3.06,3.06,92.0,24.4,Partly Cloudy
2026-08-09,06:00:00,Computer Lab,Laboratory,6.21,2.24,2.24,30.0,24.4,Partly Cloudy
2026-08-09,06:00:00,Library,Library,3.77,1.95,1.95,73.8,24.4,Partly Cloudy
2026-08-09,06:00:00,Administration Block,Administrative,3.65,1.78,1.78,64.9,24.4,Partly Cloudy
2026-08-09,06:00:00,Hostel,Residential,37.78,1.46,1.46,12.0,24.4,Partly Cloudy
2026-08-09,08:00:00,Main Block,Academic,5.24,12.72,4.93,95.5,27.5,Partly Cloudy
2026-08-09,08:00:00,Computer Lab,Laboratory,6.22,9.39,5.34,31.8,27.5,Partly Cloudy
2026-08-09,08:00:00,Library,Library,4.03,7.69,3.2,75.8,27.5,Partly Cloudy
2026-08-09,08:00:00,Administration Block,Administrative,3.56,6.53,2.91,66.5,27.5,Partly Cloudy
2026-08-09,08:00:00,Hostel,Residential,43.15,5.94,5.94,12.0,27.5,Partly Cloudy
2026-08-09,10:00:00,Main Block,Academic,8.5,30.01,6.42,98.0,30.7,Partly Cloudy
2026-08-09,10:00:00,Computer Lab,Laboratory,11.11,22.31,8.39,38.1,30.7,Partly Cloudy
2026-08-09,10:00:00,Library,Library,7.26,18.53,6.12,81.4,30.7,Partly Cloudy
2026-08-09,10:00:00,Administration Block,Administrative,5.99,16.86,4.75,71.9,30.7,Partly Cloudy
2026-08-09,10:00:00,Hostel,Residential,19.83,15.32,15.32,12.0,30.7,Partly Cloudy
2026-08-09,12:00:00,Main Block,Academic,9.53,41.54,7.23,98.0,33.7,Partly Cloudy
2026-08-09,12:00:00,Computer Lab,Laboratory,12.22,31.64,10.75,47.5,33.7,Partly Cloudy
2026-08-09,12:00:00,Library,Library,7.43,29.46,6.69,91.6,33.7,Partly Cloudy
2026-08-09,12:00:00,Administration Block,Administrative,6.93,24.02,5.23,80.4,33.7,Partly Cloudy
2026-08-09,12:00:00,Hostel,Residential,19.27,20.35,17.03,13.5,33.7,Partly Cloudy
2026-08-09,14:00:00,Main Block,Academic,10.68,39.18,9.65,98.0,34.6,Partly Cloudy
2026-08-09,14:00:00,Computer Lab,Laboratory,13.24,28.98,11.91,55.2,34.6,Partly Cloudy
2026-08-09,14:00:00,Library,Library,8.25,26.58,7.78,98.0,34.6,Partly Cloudy
2026-08-09,14:00:00,Administration Block,Administrative,7.49,20.55,6.08,86.9,34.6,Partly Cloudy
2026-08-09,14:00:00,Hostel,Residential,20.98,20.34,17.4,14.8,34.6,Partly Cloudy
2026-08-09,16:00:00,Main Block,Academic,8.76,20.68,7.67,98.0,34.4,Partly Cloudy
2026-08-09,16:00:00,Computer Lab,Laboratory,11.0,15.7,10.12,57.7,34.4,Partly Cloudy
2026-08-09,16:00:00,Library,Library,7.5,12.61,7.1,98.0,34.4,Partly Cloudy
2026-08-09,16:00:00,Administration Block,Administrative,7.02,11.44,5.87,89.4,34.4,Partly Cloudy
2026-08-09,16:00:00,Hostel,Residential,19.98,10.05,10.05,12.6,34.4,Partly Cloudy
2026-08-09,18:00:00,Main Block,Academic,5.3,5.99,4.99,98.0,32.7,Partly Cloudy
2026-08-09,18:00:00,Computer Lab,Laboratory,6.44,5.02,5.02,57.4,32.7,Partly Cloudy
2026-08-09,18:00:00,Library,Library,3.92,4.4,3.7,98.0,32.7,Partly Cloudy
2026-08-09,18:00:00,Administration Block,Administrative,3.47,3.89,2.98,89.8,32.7,Partly Cloudy
2026-08-09,18:00:00,Hostel,Residential,38.89,3.16,3.16,12.0,32.7,Partly Cloudy
2026-08-09,20:00:00,Main Block,Academic,5.32,0.0,0.0,96.8,28.9,Partly Cloudy
2026-08-09,20:00:00,Computer Lab,Laboratory,6.63,0.0,0.0,55.9,28.9,Partly Cloudy
2026-08-09,20:00:00,Library,Library,3.7,0.0,0.0,97.2,28.9,Partly Cloudy
2026-08-09,20:00:00,Administration Block,Administrative,3.82,0.0,0.0,89.0,28.9,Partly Cloudy
2026-08-09,20:00:00,Hostel,Residential,48.7,0.0,0.0,12.0,28.9,Partly Cloudy
2026-08-09,22:00:00,Main Block,Academic,4.94,0.0,0.0,95.7,26.4,Partly Cloudy
2026-08-09,22:00:00,Computer Lab,Laboratory,5.82,0.0,0.0,54.6,26.4,Partly Cloudy
2026-08-09,22:00:00,Library,Library,4.18,0.0,0.0,96.3,26.4,Partly Cloudy
2026-08-09,22:00:00,Administration Block,Administrative,3.42,0.0,0.0,88.2,26.4,Partly Cloudy
2026-08-09,22:00:00,Hostel,Residential,45.52,0.0,0.0,12.0,26.4,Partly Cloudy
2026-08-10,00:00:00,Main Block,Academic,7.23,0.0,0.0,94.1,26.3,Sunny
2026-08-10,00:00:00,Computer Lab,Laboratory,8.44,0.0,0.0,52.7,26.3,Sunny
2026-08-10,00:00:00,Library,Library,5.07,0.0,0.0,95.2,26.3,Sunny
2026-08-10,00:00:00,Administration Block,Administrative,5.36,0.0,0.0,87.0,26.3,Sunny
2026-08-10,00:00:00,Hostel,Residential,12.6,0.0,0.0,12.0,26.3,Sunny
2026-08-10,02:00:00,Main Block,Academic,5.01,0.0,0.0,93.0,24.9,Sunny
2026-08-10,02:00:00,Computer Lab,Laboratory,6.53,0.0,0.0,51.3,24.9,Sunny
2026-08-10,02:00:00,Library,Library,4.03,0.0,0.0,94.3,24.9,Sunny
2026-08-10,02:00:00,Administration Block,Administrative,3.58,0.0,0.0,86.2,24.9,Sunny
2026-08-10,02:00:00,Hostel,Residential,15.56,0.0,0.0,12.0,24.9,Sunny
2026-08-10,04:00:00,Main Block,Academic,4.48,0.0,0.0,92.0,24.3,Sunny
2026-08-10,04:00:00,Computer Lab,Laboratory,6.04,0.0,0.0,50.0,24.3,Sunny
2026-08-10,04:00:00,Library,Library,3.73,0.0,0.0,93.5,24.3,Sunny
2026-08-10,04:00:00,Administration Block,Administrative,3.33,0.0,0.0,85.5,24.3,Sunny
2026-08-10,04:00:00,Hostel,Residential,12.43,0.0,0.0,12.0,24.3,Sunny
2026-08-10,06:00:00,Main Block,Academic,7.22,3.85,3.85,91.3,26.7,Sunny
2026-08-10,06:00:00,Computer Lab,Laboratory,8.36,2.85,2.85,48.8,26.7,Sunny
2026-08-10,06:00:00,Library,Library,5.19,2.48,2.48,92.9,26.7,Sunny
2026-08-10,06:00:00,Administration Block,Administrative,5.17,2.19,2.19,84.8,26.7,Sunny
2026-08-10,06:00:00,Hostel,Residential,36.15,2.04,2.04,12.0,26.7,Sunny
2026-08-10,08:00:00,Main Block,Academic,21.62,15.09,15.09,89.9,29.8,Sunny
2026-08-10,08:00:00,Computer Lab,Laboratory,26.78,11.47,11.47,45.4,29.8,Sunny
2026-08-10,08:00:00,Library,Library,17.7,10.35,10.35,91.3,29.8,Sunny
2026-08-10,08:00:00,Administration Block,Administrative,16.14,9.66,9.66,83.4,29.8,Sunny
2026-08-10,08:00:00,Hostel,Residential,44.43,8.03,8.03,12.0,29.8,Sunny
2026-08-10,10:00:00,Main Block,Academic,33.95,38.91,26.71,95.4,32.9,Sunny
2026-08-10,10:00:00,Computer Lab,Laboratory,39.58,31.45,31.45,43.6,32.9,Sunny
2026-08-10,10:00:00,Library,Library,28.19,25.78,21.56,93.2,32.9,Sunny
2026-08-10,10:00:00,Administration Block,Administrative,24.87,21.33,19.39,84.3,32.9,Sunny
2026-08-10,10:00:00,Hostel,Residential,19.09,19.04,18.11,12.4,32.9,Sunny
2026-08-10,12:00:00,Main Block,Academic,35.59,58.52,32.32,98.0,34.6,Sunny
2026-08-10,12:00:00,Computer Lab,Laboratory,42.84,42.85,35.92,46.7,34.6,Sunny
2026-08-10,12:00:00,Library,Library,28.93,37.23,25.29,98.0,34.6,Sunny
2026-08-10,12:00:00,Administration Block,Administrative,24.82,34.83,23.32,89.5,34.6,Sunny
2026-08-10,12:00:00,Hostel,Residential,18.02,27.51,15.9,17.6,34.6,Sunny
2026-08-10,14:00:00,Main Block,Academic,37.52,47.37,28.16,98.0,35.9,Sunny
2026-08-10,14:00:00,Computer Lab,Laboratory,50.22,36.79,36.79,43.7,35.9,Sunny
